id	smiles	Carbon	Cyclic nitrogen	Heavy atoms	Acyclic double bonds	Cyclic single bonds	Cyclic double bonds	H-bond acceptor sites	H-bond acceptor atoms	Cyclic divalent nodes	Cyclic trivalent nodes	n
mol1343	O=C1OC2=C(S1)C=CNC(=O)C=C2	8	1	13	2	8	4	7	4	7	4	3.67
mol1344	COC=CC1OC(=O)NNC1C	7	2	12	2	6	0	8	5	3	3	4.75
mol1345	CCOC1C2NC2C2=NN3CC3C12	9	3	13	0	12	1	5	4	3	7	4.56
mol1346	CNC1CC(C)=C(CC1O)OC	9	0	12	0	5	1	5	3	2	4	4.74
mol1347	CN1CC=CCC(=C)OCS1(=O)=O	8	1	13	3	8	1	7	4	6	2	4.55
mol1348	CC1OC(CN)(CC2(N)CC2)C1O	9	0	13	0	7	0	6	4	3	2	5.25
mol1349	CC(O)C(C)(CCC=O)NCC#N	9	0	13	1	0	0	6	4	0	0	4.25
mol1350	CC1CC(CN)(C2NC12C)C(C)=C	11	1	13	1	7	0	2	2	2	2	4.87
mol1351	CC12CC3CC(C)(C)CC13CNC2	12	1	13	0	12	0	1	1	6	1	5.74
mol1352	CN=C1NCCNC(CC(N)=N)=C1	8	2	13	2	6	1	5	5	5	2	3.86
mol1353	CN1C=C2COC(=CO)C=C2C1=O	9	1	13	2	8	2	7	4	4	5	3.30
mol1354	CON=CC(C)=C(C=C)C=O	8	0	11	4	0	0	5	3	0	0	3.52
mol1355	CN=C1NCC(N)C1C=C	7	1	10	2	5	0	3	3	2	3	4.72
mol1356	CC12CC1C=CC(=C)C1CCC2N1	12	1	13	1	12	1	1	1	6	4	4.34
mol1357	CC=C1C=CCN2CC(C=C)C12C	12	1	13	2	8	1	1	1	4	3	4.18
mol1358	C=CC1(CNN2C=CN=C2)CCC1	10	2	13	1	7	2	3	3	7	1	4.79
mol1359	CC1(CC2OCC=C2C2CN12)C=C	11	1	13	1	11	1	3	2	5	4	4.56
mol1360	CC(=C)C1=CC2=C(S1)N=CO2	8	1	11	1	5	4	3	2	5	3	3.89
mol1361	CC1C2CN3C4C(N)C3C1(N)C24C	10	1	13	0	12	0	3	3	1	6	5.16
mol1362	CC12CCC3OC=CC(C)(O)C13N2	10	1	13	0	11	1	5	3	6	1	4.85
mol1363	CNC1=NCC2C(OC)C2N(C)C1	9	2	13	0	8	1	5	4	3	5	4.53
mol1364	CNC(=N)C1=C(Cl)C=C(C)OC1=O	8	0	13	2	3	3	6	4	2	4	3.83
mol1365	CCC(CC#C)N(C)CC	9	0	10	0	0	0	1	1	0	0	5.31
mol1366	C=C1OC2=C(C3NC3C2)C2CC1O2	10	1	13	1	14	1	5	3	5	7	4.24
mol1367	CC(N)C(CN)=CC1C(C)C1O	9	0	12	1	3	0	4	3	0	3	4.56
mol1368	CC1CCCC1(NC=N)C=C	9	0	11	2	5	0	2	2	3	1	5.01
mol1369	CC(=O)C=CN(CC#C)S(N)(=O)=O	7	0	13	4	0	0	8	5	0	0	4.48
mol1370	NCC1C(CN)C1C1CC(N)CN1	9	1	13	0	8	0	4	4	3	5	4.91
mol1371	CNC12CCNC1(C)C(N)C2(C)N	9	1	13	0	8	0	4	4	3	1	4.92
mol1372	CCC1CC2=C(C)C=NN2NC1=N	9	3	13	1	8	2	4	4	4	5	4.63
mol1373	CC1(C2CO2)C2C=CC1N2N=C	9	1	12	1	9	1	4	3	4	4	4.58
mol1374	CC12CC1C(N)CNC1C(N)C1O2	9	1	13	0	12	0	5	4	4	5	5.12
mol1375	CCOC1=NN(C)C(C(C)C)=C1Cl	9	2	13	0	3	2	4	3	1	4	4.80
mol1376	CN1CCC(CC(CN)NN=C)C1	9	1	13	1	5	0	4	4	3	2	4.11
mol1377	CC(=NO)C1C=CCC1(C)CN	9	0	12	1	4	1	4	3	3	1	4.67
mol1378	CC1CN2C3C2C2(CNC2C13)C=C	11	2	13	1	13	0	2	2	3	6	4.70
mol1379	CNCC#CCOC(CN)CN	8	0	12	0	0	0	5	4	0	0	4.52
mol1380	CN1C(CC2(O)CC2)=CNC1=NO	8	2	13	1	6	2	7	5	4	3	4.45
mol1381	C=C1CC(=C)S(=O)(=O)CC2(CO2)C1	9	0	13	4	10	0	6	3	5	2	4.43
mol1382	C#CC1CC11CC2C3CC(C3)N2C1	12	1	13	0	14	0	1	1	5	5	5.05
mol1383	CNC12CC1(C)NCCC21NC1C	10	2	13	0	11	0	3	3	5	1	4.87
mol1384	CC1CC(=C)C2C3(O)CON=CC123	10	1	13	1	11	1	5	3	5	3	4.46
mol1385	CC1OCC(=C)N(C=NO)N=C1C	8	2	13	2	6	1	7	5	3	4	4.10
mol1386	CCC1(C)N2CC1(C)N(N)C(=O)C2	9	2	13	1	8	0	5	4	2	3	4.76
mol1387	CC=C1OC2CCC2C1C(N)CN	10	0	13	1	8	0	4	3	3	4	4.83
mol1388	CC1N=CNNC(=N)C1C=CC#C	9	3	13	2	6	1	4	4	4	3	4.08
mol1389	CC12NCC(=NO)C3C4CN4C1C23	9	2	13	1	13	0	5	4	3	6	4.54
mol1390	CN=C1CC2(C)C(C=CN1)N2C	9	2	12	1	8	1	3	3	4	3	4.23
mol1391	NC(=N)C1CC(=O)C2=CSC=C12	8	0	12	2	7	2	4	3	4	4	4.07
mol1392	CN1CCC2(C)C(C12)C1CC(O)C1	11	1	13	0	11	0	3	2	4	5	5.11
mol1393	CC=C(C)CCC1NCS1(=O)=O	8	1	12	3	4	0	5	3	2	1	4.94
mol1394	CC1C2CC1(O)C(OC(C)=C2)=NN	9	0	13	1	8	1	6	4	3	4	4.55
mol1395	CN=C1NCCC2CC1OC2=O	8	1	12	2	10	0	6	4	5	4	4.97
mol1396	CC12COCC1C2C1=CSC=C1Cl	10	0	13	0	10	2	2	1	6	4	4.40
mol1397	CC1(C)C2C3CNCC2CC13O	10	1	12	0	11	0	3	2	4	3	5.37
mol1398	CNC1(C)CC2=C(C1)C(OC)=NN2	9	2	13	0	7	2	5	4	4	3	4.73
mol1399	C=C(C#C)N1C=C2N=CC=NC2=C1	10	3	13	1	5	5	3	3	6	3	3.64
mol1400	CC1CC2(C1)N1CC1C(N)C2(C)C	11	1	13	0	11	0	2	2	3	4	5.57
mol1401	CCC1C=CC(C)C1NCCO	10	0	12	0	4	1	3	2	2	3	4.86
mol1402	CC1=NOC2C3=C(NN=C3)C12N	7	3	12	0	9	3	6	5	5	4	4.63
mol1403	CC(O)CC1(C)CC(C)(CCN)O1	10	0	13	0	4	0	5	3	2	0	5.31
mol1404	CC(C=O)C1CNNC(=O)C2OC12	8	2	13	2	9	0	8	5	4	4	4.22
mol1405	OC(C#N)C12CC1(O)CNC(=S)N2	7	2	13	1	8	0	7	5	4	1	4.85
mol1406	CC12CNC1(CC#N)C(C=O)=NO2	8	2	13	1	7	1	7	5	4	1	3.99
mol1407	CC1CC2(CCCN2C)CC1N	10	1	12	0	10	0	2	2	5	3	5.28
mol1408	CN(C)C1CNC1C1(CO1)C(C)=C	10	1	13	1	7	0	4	3	4	2	4.50
mol1409	CNCC1CC1(N)C1(N)CNC1=O	8	1	13	1	7	0	6	5	3	2	4.75
mol1410	CCN=C(NO)C(C)C(N)C(C)N	8	0	13	1	0	0	6	5	0	0	4.95
mol1411	CCC1C(CNC2(C)CC2)OC1=O	10	0	13	1	7	0	5	3	3	3	4.91
mol1412	CC12N=CN(N)CC1C2CN1CC1	9	3	13	0	10	1	4	4	5	4	4.58
mol1413	CC1OCC1N1CC1(C)C#C	9	1	11	0	7	0	3	2	3	3	5.22
mol1414	CC=CN(C=N)C1CC1(O)C=CC	10	0	13	3	3	0	4	3	1	1	4.33
mol1415	CC1(C)CC#CC2CC2(N)CCO1	11	0	13	0	10	0	3	2	7	1	4.61
mol1416	CC1(CN)CC2CC(=NN12)C(N)=N	8	2	13	1	7	1	5	5	3	3	3.95
mol1417	NC1C2OCC3CN3C12C(O)=O	7	1	12	1	10	0	8	5	3	4	5.11
mol1418	CC1(C)COC2COC(=NN)C1O2	8	0	13	1	10	0	8	5	5	3	4.80
mol1419	CNC1C2OCC3(O)C=CCC3C12	10	0	13	0	11	1	5	3	5	4	4.51
mol1420	CC1=COC2C(OC(=O)C12)C=C	9	0	12	2	8	1	6	3	3	5	4.58
mol1421	CC(N)C(C(C)CC#C)C1CN1	10	1	12	0	3	0	2	2	2	1	5.25
mol1422	CC12C3CC3C3C1CC(OC23)=NO	10	0	13	1	13	0	5	3	3	6	5.18
mol1423	CC=CC12CCCC3NC13CCN2	11	2	13	1	12	0	2	2	7	1	4.88
mol1424	CC12COC(=C)C(C1)ON=CN2N	8	2	13	1	10	1	7	5	6	3	4.46
mol1425	COC12CCC(N)(CNC1)C=C2	9	1	12	0	9	1	4	3	7	0	4.23
mol1426	CNC12C3OC3CC1C(O)C2C=C	10	0	13	1	10	0	5	3	2	5	4.64
mol1427	CC1=C(CN)C=C(CN)C(O)=C1Cl	9	0	13	0	3	3	4	3	1	5	4.38
mol1428	CC12CCCC1(ON=C2NN)C#C	9	1	13	0	8	1	5	4	5	1	4.88
mol1429	CC1OC2(C)CC11CN(O)C2=N1	8	2	12	0	10	1	6	4	4	3	4.64
mol1430	CC12CNC1CC(=CO2)C(O)C#C	10	1	13	0	8	1	5	3	5	2	4.64
mol1431	CC1N(C)C(C#CC#CC=O)C1=O	10	1	13	2	4	0	5	3	0	4	3.54
mol1432	CCOC12COC3C(ON=C1)C23O	8	1	13	0	10	1	9	5	5	2	4.52
mol1433	CC1(CC2=NNC(=N)N2)CC(=O)O1	7	3	13	2	7	2	8	6	5	3	4.71
mol1434	CC(N)C1=CCC#CC=CC(C)=C1	12	0	13	0	5	3	1	1	7	2	3.83
mol1435	CC(CC1CN1C(N)=S)C1CC1	9	1	12	1	6	0	2	2	3	3	4.63
mol1436	C=C1CCC2(CC22C=CC=C2)O1	11	0	12	1	11	2	2	1	8	1	4.08
mol1437	CC#CC1=NN=C2C=NNC12C=O	8	4	13	1	6	3	6	5	5	2	3.52
mol1438	CC1(C)CCN2C3C1C2C(O)C3O	10	1	13	0	11	0	5	3	2	6	5.45
mol1439	COC1=CC2=COCC2C1CO	9	0	12	0	7	2	6	3	4	4	4.14
mol1440	CC1=NC2=CN(N)C=C2C(N)=C1	8	2	12	0	5	5	4	4	4	5	3.95
mol1441	CC1=C(C#N)C2C(N2N=C)C(=C)C1	10	1	13	2	7	1	3	3	1	6	4.04
mol1442	CNC1CC(C)C1C(=O)C#C	9	0	11	1	4	0	3	2	1	3	4.16
mol1443	CCC(=C)CC1(C)CN=C(C)N1O	10	2	13	1	4	1	4	3	2	2	4.85
mol1444	CC1COCC(C)C2C(NN=C)C12	10	0	13	1	9	0	4	3	3	5	4.65
mol1445	CC1=NC23CCC(C2)(C=C3N1)C#C	11	2	13	0	10	2	2	2	6	2	4.52
mol1446	CC1(O)C2NCC3(CO3)CC(=O)C12	9	1	13	1	12	0	7	4	5	3	4.39
mol1447	CNC12CCOCC(NC1=N)C=C2	9	1	13	1	10	1	5	4	7	2	4.56
mol1448	CC(O)C1NC(=S)N(C)C=CC1O	8	2	13	1	6	1	6	4	3	4	4.17
mol1449	CCCC(O)CCOCCC(C)N	10	0	13	0	0	0	5	3	0	0	5.32
mol1450	CC(CO)C(=N)NC(=CC=C)C#C	10	0	13	3	0	0	4	3	0	0	3.64
mol1451	CCC1(OC1C)C1(CNC1)C(N)=O	9	1	13	1	7	0	6	4	4	1	5.28
mol1452	CC(N)COC1OCCC1=C	8	0	11	1	5	0	5	3	3	2	4.91
mol1453	NC1COCC2=C1CNCC2O	8	1	12	0	10	1	6	4	6	4	4.45
mol1454	CCC1C2C(N)C(CC)OC(=N)N12	9	1	13	1	8	0	5	4	1	6	5.34
mol1455	CC1C2NC(=S)N(C12)C(=C)CN	8	2	12	2	7	0	3	3	1	5	4.26
mol1456	CC1(N)C2CC3(N)CC4C(C2)C4C13	11	0	13	0	13	0	2	2	3	5	5.41
mol1457	CC1=CC2CC(=NN)C(=N)N2C1=N	8	1	13	3	8	1	5	5	2	6	4.12
mol1458	CC1CN2C=NC(=O)CC2=C1	8	2	11	1	8	2	4	3	5	4	4.04
mol1459	CC1CC2CCC11N=NC=C1NN2	9	4	13	0	12	2	4	4	8	3	4.06
mol1460	CC1NC2(CC3=C(C2)N=CS3)C1N	9	2	13	0	11	2	3	3	6	4	4.26
mol1461	NC1CNC(=S)N(C=O)C(=O)C1	6	2	12	3	7	0	7	5	3	4	3.87
mol1462	CC1(CC(O)CNC(=N)O1)C=NN	7	1	13	2	7	0	8	6	4	2	4.39
mol1463	CC12CC3(CC1C3CC2=O)C=NO	10	0	13	2	10	0	5	3	3	3	4.57
mol1464	NC(=N)N1CC(=O)C1C#CCO	7	1	12	2	4	0	7	5	1	3	4.14
mol1465	CC(O)COC1=CCNC1C(N)=O	8	1	13	1	4	1	8	5	3	2	4.51
mol1466	CC1CON=C1CC1(O)COC1=O	8	1	13	1	8	1	9	5	5	3	4.84
mol1467	CC(=N)NN1C=C2OC(CN)C2=C1	8	1	13	1	6	2	6	5	3	4	4.61
mol1468	CC(ONC=O)C1=COCCC=C1	9	0	13	1	5	2	7	4	6	1	4.12
mol1469	CNC1=C2NC3CNC3C2=CN1C	9	3	13	0	10	2	4	4	4	6	4.49
mol1470	CC#CC1=NC(=C)C(=O)C(=O)ON1	8	2	13	3	6	1	8	5	3	4	3.76
mol1471	C1NC23C=CC4(ON=C2)C=CC3C14	10	2	13	0	13	3	4	3	9	2	4.18
mol1472	CC(CN)=CC1CCCNCC1	10	1	12	1	7	0	2	2	6	1	4.66
mol1473	CC(C)=CC#CC(CC(N)=O)C#C	11	0	13	2	0	0	3	2	0	0	4.19
mol1474	CC1CC1(N)CC1(O)CC1(N)CO	9	0	13	0	6	0	6	4	2	1	5.24
mol1475	CN1C2CC1C(C2)=C(OC=O)C#N	9	1	13	2	7	0	6	4	2	4	4.47
mol1476	CN1N=CC(O)C=NN=C1CCO	7	4	13	0	5	3	8	6	5	3	3.41
mol1477	NC1COCC(=O)NC1CC#C	8	1	12	1	7	0	6	4	4	3	4.90
mol1478	CC1C2NN(C=N)C1C1(CN)CC21	9	2	13	1	10	0	4	4	2	5	4.93
mol1479	CC(O)CC1(NC1C)C1(CN1)C#C	10	2	13	0	6	0	4	3	3	1	5.09
mol1480	CNC1=CSC2=C1C(OCC2)C=C	10	0	13	1	8	2	3	2	5	4	4.39
mol1481	CC=CC1CNCC(O)(C1)C#C	10	1	12	1	6	0	3	2	4	1	4.81
mol1482	CC1ONC(=N)NCC2=CNC=C12	8	3	13	1	10	2	6	5	7	4	4.72
mol1483	CNC12CCC1C1CC1(C=C)C2O	11	0	13	1	10	0	3	2	3	3	4.71
mol1484	CNC(C)C(C#C)C(C)NCC#C	11	0	13	0	0	0	2	2	0	0	4.87
mol1485	CC(C#N)C1CNC2CC1(CO)C2	10	1	13	0	8	0	4	3	4	2	5.48
mol1486	CC1=C(C=O)C(=N)N(CC2CO2)C1	9	1	13	2	7	1	6	4	3	5	3.67
mol1487	CC1=CC2C3C(CNC1)C3OC2=O	10	1	13	1	12	1	5	3	5	6	4.38
mol1488	CC(C#C)C1C(C)C2NC2C1=NO	10	1	13	1	7	0	4	3	1	5	4.67
mol1489	CC1(N)CN2C1=C(CCN)SC2=N	8	1	13	1	6	2	4	4	2	4	4.24
mol1490	CC1C(=O)CC23COC12CNCC3	10	1	13	1	13	0	5	3	7	2	4.32
mol1491	OC1C2CC3CC4=CCC1C4N23	10	1	12	0	13	1	3	2	4	7	4.84
mol1492	CC12CC(CCC(N)(C1)C1CO1)N2	10	1	13	0	12	0	4	3	7	2	5.39
mol1493	CC1CCC2(O)CC(=C)CC=C12	11	0	12	1	9	1	2	1	5	3	4.82
mol1494	CC1CCC=CC11C2C=CC(=N)N12	11	1	13	1	11	2	2	2	6	4	4.07
mol1495	CCC1CC(N1)C1=C(CO)N=CO1	9	2	13	0	7	2	6	4	5	4	4.59
mol1496	CCC1(C)C2C1C1(N)CC2(N)C1O	10	0	13	0	9	0	4	3	1	3	5.28
mol1497	CC=NN=C1CC2CNCC2(C)O1	9	1	13	2	9	0	5	4	5	2	4.34
mol1498	NN=CCCCC1CS(=O)(=O)NN1	6	2	13	3	5	0	8	6	3	1	4.56
mol1499	CC1C2C(C)CC3(CO3)CC(=O)N12	10	1	13	1	12	0	5	3	4	5	4.85
mol1500	CC1CC2C1C(NC=C2C#N)C#C	11	1	13	0	8	1	2	2	3	5	4.52
mol1501	CCOC(NC(C)C#N)=NC(N)=O	7	0	13	2	0	0	8	6	0	0	5.10
mol1502	CC1=C2C3OC3C=NN=C2ON1N	7	3	13	0	10	3	8	6	5	6	3.79
mol1503	N=CNC1CCC2CC(C2)C2CC12	11	0	13	1	12	0	2	2	5	5	5.22
mol1504	OCC1=NC(O)=C2C=C(Cl)C=CN12	8	2	13	0	5	5	6	4	4	5	3.62
mol1505	CC1C2CC(O)C11NCC3C1CN23	10	2	13	0	14	0	4	3	4	6	4.86
mol1506	NN=CC1CC2=CCNC2C1O	8	1	12	1	8	1	5	4	4	4	4.42
mol1507	CC1(N)CC1NCCNC1COC1	9	0	13	0	7	0	5	4	4	2	4.95
mol1508	CNC(=N)C1C(C)CCC1C=NN	9	0	13	2	5	0	4	4	2	3	4.72
mol1509	CC1C=CCN2CCC3(N)C(O)C123	10	1	13	0	11	1	4	3	5	3	4.53
mol1510	CCCC(C=COC=C)C(N)CO	10	0	13	2	0	0	5	3	0	0	4.35
mol1511	CCOC1C2CC2C2CS(=O)(=O)C12	9	0	13	2	10	0	6	3	2	5	5.43
mol1512	CC1=NC(=NO1)C1=COC(=N)N=C1	7	3	13	1	6	5	8	6	7	4	3.92
mol1513	CC1=CC(CN)OC1(CO)C(N)=O	8	0	13	1	4	1	8	5	2	2	4.34
mol1514	CC12CC3(C)NC1C(CC3CN)O2	10	1	13	0	11	0	4	3	4	3	5.27
mol1515	C=C(CC=O)C=CC1OC1CC#N	10	0	13	3	3	0	5	3	1	2	4.04
mol1516	C1C2C3CC4OC(C23)C1NCC=C4	11	1	13	0	15	1	3	2	7	6	4.74
mol1517	CCC1CC(O)C2=CNC(=N)C12	9	1	12	1	8	1	4	3	3	5	4.42
mol1518	CCC1=CC(C#N)C2CC(CO1)O2	10	0	13	0	9	1	5	3	5	4	4.93
mol1519	CC#CC(N)C=C(C)CC1CO1	10	0	12	1	3	0	3	2	2	1	4.55
mol1520	CNC1CC=C(C)C(N)C=C1C=C	11	0	13	1	5	2	2	2	3	4	3.97
mol1521	CC1OCC2=C(O1)C(N)CC2(C)O	9	0	13	0	9	1	7	4	4	4	4.90
mol1522	CCC1(C=CCC(C=O)=C1)N1CC1	11	1	13	1	7	2	3	2	6	2	3.98
mol1523	CC1=CCC2(N)CCC(C=C12)=NO	10	0	13	1	8	2	4	3	5	3	3.76
mol1524	CC=NNC1C2NC1(C)C(C)C2=O	9	1	13	2	7	0	5	4	1	4	4.00
mol1525	CC1OC2=C(NN=C(C)N=C2)C1=C	9	3	13	1	8	3	5	4	5	5	3.25
mol1526	CC(O)C1(C=O)C(CC1=O)N1CC1	9	1	13	2	7	0	7	4	3	3	4.13
mol1527	CC1=CN=CN1C1=CC(=O)ON1	7	3	12	1	5	5	7	5	6	4	4.26
mol1528	CC1NCCNC1S(N)(=O)=O	5	2	11	2	6	0	7	5	4	2	5.12
mol1529	CN1C2C(NC1=O)C(C)=CC=C2C	10	2	13	1	8	2	4	3	3	6	4.08
mol1530	CN(C(=C)C#N)C(NC=C)=NC=O	8	0	13	4	0	0	6	5	0	0	3.90
mol1531	CN1N=C(C)C2OC(CC(C)=O)C12	9	2	13	1	7	1	6	4	2	5	4.06
mol1532	CCCCOC(=C)C1=NCCON1	9	2	13	1	5	1	6	4	5	1	4.37
mol1533	ON=C1C=CC(=CN1O)[N+]([O-])=O	5	1	12	2	3	3	12	7	3	3	3.66
mol1534	CC(N)CCC#CC1C2NC=NC12	10	2	13	0	6	1	3	3	3	3	4.40
mol1535	OC1CCNN2N=C(SC2=N)C#C1	7	3	13	1	9	2	6	5	7	4	3.90
mol1536	N=C(CCC1CC1)NC1=NN=CS1	8	2	13	1	6	2	4	4	6	2	4.27
mol1537	CCN=C1CCC(N)CNC(=N)N1	8	2	13	2	8	0	5	5	5	3	4.36
mol1538	CC1OC2CC3(C)C1C2N3NC=O	9	1	13	1	10	0	6	4	2	5	5.06
mol1539	C(C#CCC1CCNN=C1)C1CO1	10	2	13	0	8	1	4	3	7	2	4.67
mol1540	NC1(CC1C1=NSC=C1C#C)C=C	10	1	13	1	6	2	2	2	4	3	3.89
mol1541	CC(N)C1=CC2(N)CC(C)C1C2O	10	0	13	0	7	1	4	3	2	4	4.92
mol1542	CC1=C2C(CC(N)CNC2=O)=CC1	10	1	13	1	9	2	4	3	5	5	3.78
mol1543	C#CC1CC2(C1)CC1CN1C2	10	1	11	0	11	0	1	1	5	3	5.39
mol1544	CC1CCCC2C(C)(N)C2(N)C1	10	0	12	0	9	0	2	2	4	2	5.29
mol1545	CC1CNC(C2CN2)C(O)C1=NN	8	2	13	1	9	0	6	5	4	5	4.36
mol1546	CC(OC(C)(C)C)C(CO)=NN=C	9	0	13	2	0	0	6	4	0	0	4.54
mol1547	C#CC1C2CNCC3CC3C#CC12	12	1	13	0	12	0	1	1	6	5	3.85
mol1548	NN=C1CC=CC2CC(=N)NC2=C1	9	1	13	2	9	2	4	4	6	4	3.79
mol1549	CC1=CCNC11CNCC2NC2C1	10	3	13	0	13	1	3	3	8	3	4.61
mol1550	CCC1=CNN=C2NOCON=C12	7	4	13	0	9	3	8	6	8	3	3.91
mol1551	CC12CC1NCCN1C(CO)C21C	10	2	13	0	11	0	4	3	4	3	4.85
mol1552	CN1CC(O)C2(CCC=C2)C1(C)C	11	1	13	0	9	1	3	2	5	2	4.73
mol1553	CC1C2CN=C(CC#N)NC(=O)C12	9	2	13	1	8	1	5	4	3	5	4.63
mol1554	CC#CC1(CC2NC2C1O)C=C	10	1	12	1	7	0	3	2	2	3	4.94
mol1555	CCC1(CC2CCN2)CN=CN1	9	3	12	0	8	1	3	3	7	1	4.80
mol1556	CCC1=NOCCC2CC(C1)N2	9	2	12	0	10	1	4	3	7	3	4.53
mol1557	CC1NN2C=CC=C2C(C)=C1C=C	11	2	13	1	7	3	2	2	4	5	3.55
mol1558	CC1OC2=NOCC2NC1(C)C=O	8	2	13	1	9	1	8	5	5	3	4.23
mol1559	CC(C)C(C)N1C(=O)CC=C1C	10	1	12	1	4	1	3	2	2	3	4.59
mol1560	CC1CC2=C(CN(C)C2=N)CN1	9	2	12	1	9	1	3	3	4	5	4.32
mol1561	CC1CC1C1(CCC#C)CN1C	11	1	12	0	6	0	1	1	2	3	5.40
mol1562	CC1CCN(C=NC=N)C1C(N)=N	8	1	13	3	5	0	5	5	2	3	4.27
mol1563	CC=CC=CC1(C)OCOC1CN	10	0	13	2	5	0	5	3	3	1	4.05
mol1564	CNC1=NC(C=C)C(=O)CC(=O)N1	8	2	13	3	6	1	7	5	3	4	4.26
mol1565	CN(C)C1CC2(N)C1ON=C2C=C	9	1	13	1	7	1	5	4	3	3	3.77
mol1566	CC1C2CC(C2C(N)=O)C1C1CC1	11	0	13	1	10	0	3	2	3	6	5.31
mol1567	CC12CC(O1)C(C=C)=C2CC#N	10	0	12	1	6	1	3	2	2	3	4.20
mol1568	CCCC1NCC(CCN)=CC1C	11	1	13	0	5	1	2	2	3	3	4.73
mol1569	CNC1(CN(CC1=O)C=NO)C=C	8	1	13	3	5	0	7	5	2	2	3.74
mol1570	CNC(C)C1=COCCC(C)(C)O1	10	0	13	0	6	1	5	3	5	1	4.95
mol1571	CC1C2=C(COC2)CCC1(C)C	11	0	12	0	9	1	2	1	5	3	5.04
mol1572	CC12CN1N=CC(C=C2)C1CC1	10	2	12	0	10	2	2	2	7	3	4.55
mol1573	C1NC2C(OC=C1)C1=CON=C21	8	2	12	0	11	3	6	4	8	4	4.52
mol1574	C=CC1(COC1)C1NC(=O)NC1=N	8	2	13	3	9	0	7	5	5	3	4.78
mol1575	CC1C2OC1C1OC2C2=C1N=NS2	8	2	13	0	13	2	6	4	5	7	4.07
mol1576	CC1(CCC(OCC=O)=C1)ON=C	9	0	13	2	4	1	7	4	3	1	4.00
mol1577	CCC1(COC1)OC1CNCC1O	9	1	13	0	9	0	7	4	6	2	5.33
mol1578	CCCC(=CC(=O)C#N)C(C)=NO	9	0	13	3	0	0	6	4	0	0	3.65
mol1579	CC1C(=N)N(O)CC2OC12C(C)=O	8	1	13	2	8	0	8	5	2	4	4.37
mol1580	CC1CC2C(=O)C11CC2(O)CO1	9	0	12	1	11	0	6	3	4	3	3.10
mol1581	CC1NC2C1NC(=O)C1NC21CN	8	3	13	1	11	0	6	5	3	5	4.76
mol1582	CC1C2C3COC1ON=C(C#C)C23	10	1	13	0	11	1	5	3	4	6	4.10
mol1583	CC1(OCC1NC=O)C(O)C1CO1	8	0	13	1	7	0	9	5	4	2	5.16
mol1584	CC1OC(=O)N(N)C=NCCC1=C	8	2	13	2	8	1	7	5	5	4	4.39
mol1585	CC(OCCCCO)=CCN1CC1	10	1	13	1	3	0	5	3	2	1	4.78
mol1586	CNC1C=CC(C)C11NC1C(C)=O	10	1	13	1	7	1	4	3	3	3	4.44
mol1587	CC=NNCC(C)C1OC1C(C)=O	9	0	13	2	3	0	6	4	1	2	4.02
mol1588	CC=C1CC2C3C=CC(C23)C1C#N	12	0	13	1	10	1	1	1	3	6	4.56
mol1589	CC=C(C(C)O)C1C=CC2CNC12	11	1	13	1	7	1	3	2	4	3	4.54
mol1590	CC(N)C1=CC(=C)CC(CN)C1	10	0	12	1	5	1	2	2	3	3	4.12
mol1591	CC(=C)C1=NCCN1OC(=O)CO	8	2	13	2	4	1	8	5	3	2	4.26
mol1592	CC(O)C=C1CN(C)C(=S)N1C	8	2	12	2	5	0	4	3	1	4	4.14
mol1593	CC1(N)C=CC=C2C1C(=O)NC2=O	9	1	13	2	8	2	6	4	4	4	3.78
mol1594	CCN1CC(O)C(=C)CC(O)C1=N	9	1	13	2	7	0	6	4	2	5	4.54
mol1595	NC1CC(N)C2(C1)CC(=C)NC2=N	9	1	13	2	10	0	4	4	4	4	4.38
mol1596	C=C1CC2C=NN3CC3C2CC1=O	10	2	13	2	12	1	4	3	5	6	3.73
mol1597	CC1C2CC1N(N=C2)S(C)(=O)=O	7	2	12	2	7	1	6	4	3	4	4.62
mol1598	CCC(=NN)C12CN1C(=N)OCC2	8	1	13	2	8	0	6	5	4	2	4.41
mol1599	CC=CC(=O)C12CC(C1O)C(=N)N2	9	1	13	3	7	0	6	4	2	3	3.86
mol1600	C1NC2=NC3=C(N=NCCC3)C2=C1	9	4	13	0	11	4	4	4	9	4	3.50
mol1601	CC1CCC2(CC3CC3N2)C(C)N1	11	2	13	0	13	0	2	2	6	4	5.07
mol1602	CNC1=C(C#N)C2CC(C2)C=C1C	11	0	13	0	7	2	2	2	3	5	3.64
mol1603	C1CN1C1CC=NOCCC2CC12	10	2	13	0	13	1	4	3	9	4	4.24
mol1604	CC(C)=NOC1CC2CC2OC=C1	10	0	13	1	8	1	5	3	5	3	4.57
mol1605	C=CC1=NNC(=O)OC(C=C)=NO1	7	3	13	3	4	4	9	6	5	3	4.01
mol1606	CN1N(C=C)S(=O)(=O)CC1(C)C#C	8	2	13	3	5	0	6	4	1	2	4.84
mol1607	CC1NC1C1(CCN)CCC1	9	1	11	0	7	0	2	2	4	2	5.66
mol1608	CCC12C(C)C1NC(=N)C=C2C#N	10	1	13	1	7	1	3	3	2	4	3.99
mol1609	CCC(NN=CN)(C=C)C(=O)NC	8	0	13	3	0	0	6	5	0	0	4.47
